姓名,性別,年紀,體重,chest_max,shoulder_max,hand_max,back_max,belly_max,leg_max,胸體力值,肩體力值,手體力值,背體力值,腹體力值,腿體力值,菜單,菜單評分,難度
User_4516,0,31,91.3,247,351,246,378,337,434,247,351,246,378,337,434,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",0.0,1
User_4517,0,24,58.2,327,406,460,460,243,489,327,406,460,460,243,489,"{'chest_menu': ['Cable機器飛鳥', '蝴蝶機夾胸', '吊環飛鳥'], 'back_menu': ['反向高位下拉', '引體向上'], 'shoulder_menu': ['肩上推舉', '坐姿啞鈴肩推'], 'hand_menu': ['彈力帶三頭肌伸展'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['仰臥抬腿']}",12.852267664324676,4
User_4518,1,56,66.9,252,271,451,352,418,386,252,271,451,352,418,386,"{'chest_menu': ['吊環飛鳥', 'Cable機器飛鳥', '啞鈴飛鳥', '臥推'], 'back_menu': ['坐姿划船', '寬握引體向上'], 'shoulder_menu': ['啞鈴推舉', '面朝下肩部伸展'], 'hand_menu': ['彈力帶二頭肌彎舉'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['傑克刀']}",14.347805616193016,4
User_4519,1,42,68.6,332,345,305,436,437,255,332,345,305,436,437,255,"{'chest_menu': ['蝴蝶機夾胸', '上斜槓鈴臥推', '蜘蛛人伏地挺身'], 'back_menu': ['坐姿划船', '反向划船', '單臂啞鈴划船', '地雷管划船', 'Cable機器划船'], 'shoulder_menu': ['臉拉'], 'hand_menu': ['彈力帶二頭肌彎舉', '二頭彎舉', '反向握法彎舉'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['眼鏡蛇式']}",17.970336918261907,4
User_4520,1,36,54.6,396,399,244,390,432,295,396,399,244,390,432,295,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['鎚式彎舉', '骷髏破碎機', '集中彎舉', 'Zottman彎舉'], 'leg_menu': ['抬腿'], 'belly_menu': ['藥球傳遞', '超人式', '瑞士球捲腹']}",11.112030710092789,2
User_4521,1,21,64.2,387,242,398,297,228,356,387,242,398,297,228,356,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['臉拉'], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': ['驢子踢腿', '膝蓋深蹲', '體前屈'], 'belly_menu': ['藥球傳遞']}",8.8244623153685,2
User_4522,1,56,63.0,478,253,307,290,411,309,478,253,307,290,411,309,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['臉拉'], 'hand_menu': ['彈力帶二頭肌彎舉', 'Zottman彎舉', '鋼索三頭肌下壓', '鎚式彎舉'], 'leg_menu': ['俄羅斯深蹲'], 'belly_menu': ['瑞士球捲腹', '羅馬椅仰臥起坐', '提膝仰臥起坐', '俄羅斯轉體']}",11.932527644711548,2
User_4523,0,53,63.0,455,393,277,463,428,276,455,393,277,463,428,276,"{'chest_menu': ['啞鈴臥推', '窄距臥推', 'Cable機器飛鳥', '跪姿伏地挺身'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['二頭彎舉'], 'leg_menu': ['深蹲'], 'belly_menu': ['瑞士球捲腹', '鳥狗式', '提膝仰臥起坐']}",13.373722133869057,4
User_4524,1,23,93.4,483,449,267,444,252,249,483,449,267,444,252,249,"{'chest_menu': ['啞鈴飛鳥', '蝴蝶機夾胸', '吊環飛鳥'], 'back_menu': ['滑輪下拉'], 'shoulder_menu': ['側平舉', '站姿啞鈴肩推'], 'hand_menu': ['集中彎舉', 'Zottman彎舉', '法式推舉'], 'leg_menu': ['體前屈', '小腿提踵', '槓鈴過頭深蹲'], 'belly_menu': ['懸掛舉腿', '鳥狗式', '腹肌滾輪']}",18.737768137571514,5
User_4525,0,59,78.8,482,393,221,365,475,242,482,393,221,365,475,242,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['側平舉', '前平舉', '俯身側平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': [], 'belly_menu': ['眼鏡蛇式', '自行車式仰臥起坐']}",7.347253058602064,2
User_4526,1,60,83.2,306,408,331,448,260,347,306,408,331,448,260,347,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",0.0,1
User_4527,0,49,58.4,477,342,313,335,284,310,477,342,313,335,284,310,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': ['單臂高位下拉', '地雷管划船'], 'shoulder_menu': ['肩上推舉', '俯身側平舉'], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['單腿硬舉'], 'belly_menu': ['羅馬椅仰臥起坐', '超人式', '傑克刀', '俄羅斯轉體']}",12.79612630801277,3
User_4528,0,32,69.3,311,374,283,211,356,483,311,374,283,211,356,483,"{'chest_menu': ['窄距伏地挺身', '繩索交叉'], 'back_menu': ['寬握引體向上', '滑輪下拉'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['二頭彎舉', '過頭啞鈴伸展'], 'leg_menu': ['臀橋', '硬舉', '過頭深蹲'], 'belly_menu': ['仰臥抬腿', '鳥狗式']}",14.11328119749724,4
User_4529,0,41,92.3,200,278,438,447,380,372,200,278,438,447,380,372,"{'chest_menu': ['窄距伏地挺身'], 'back_menu': ['單臂啞鈴划船', '寬握引體向上'], 'shoulder_menu': ['肩上推舉', 'T字俯臥撐'], 'hand_menu': ['反手彎舉', '反向握法彎舉', '骷髏破碎機', '二頭彎舉'], 'leg_menu': ['臀橋', '體前屈'], 'belly_menu': ['俄羅斯轉體']}",14.473609633712154,4
User_4530,1,34,53.0,279,363,306,252,460,282,279,363,306,252,460,282,"{'chest_menu': ['繩索交叉', '窄距伏地挺身', 'Cable機器飛鳥'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['過頭啞鈴伸展'], 'leg_menu': ['深蹲'], 'belly_menu': ['懸吊式抬腿']}",10.193104942859456,5
User_4531,0,23,92.2,331,277,393,233,248,371,331,277,393,233,248,371,"{'chest_menu': ['吊環飛鳥', '上斜啞鈴臥推', '繩索交叉'], 'back_menu': ['直臂下拉'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['反手彎舉'], 'leg_menu': [], 'belly_menu': ['自行車式仰臥起坐', '眼鏡蛇式']}",9.850078504020669,3
User_4532,0,59,97.8,340,408,483,316,331,417,340,408,483,316,331,417,"{'chest_menu': ['啞鈴飛鳥', '窄距伏地挺身', '上斜槓鈴臥推', '窄距臥推'], 'back_menu': ['T槓划船', '寬握引體向上', '反向高位下拉'], 'shoulder_menu': ['面朝下肩部伸展', '阿諾推舉', '俯身側平舉'], 'hand_menu': ['Zottman彎舉', '過頭啞鈴伸展'], 'leg_menu': ['深蹲', '踢腿', '單腿硬舉'], 'belly_menu': ['眼鏡蛇式', '毛巾捲腹']}",21.28001944116307,5
User_4533,1,48,89.0,311,352,286,379,468,474,311,352,286,379,468,474,"{'chest_menu': ['跪姿伏地挺身', '啞鈴臥推'], 'back_menu': ['滑輪下拉', '反向划船', 'T槓划船'], 'shoulder_menu': ['臉拉'], 'hand_menu': ['彈力帶二頭肌彎舉'], 'leg_menu': ['抬腿'], 'belly_menu': ['棒式側邊抬腿', '毛巾捲腹']}",12.006620710966985,5
User_4534,0,23,53.4,427,284,440,400,249,230,427,284,440,400,249,230,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['側平舉'], 'hand_menu': ['三頭伸展', '反手彎舉'], 'leg_menu': ['小腿提踵'], 'belly_menu': ['眼鏡蛇式']}",5.885443405825513,2
User_4535,1,49,92.1,429,277,454,341,389,310,429,277,454,341,389,310,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': []}",0.0,1
User_4536,0,44,93.5,221,336,202,216,357,308,221,336,202,216,357,308,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': ['坐姿划船', '單臂高位下拉', '寬握引體向上'], 'shoulder_menu': ['前平舉'], 'hand_menu': ['三頭伸展', '集中彎舉'], 'leg_menu': ['膝蓋深蹲', '羅馬尼亞硬舉', '體前屈'], 'belly_menu': ['V字起坐', '毛巾捲腹']}",14.144952221091845,4
User_4537,1,31,62.4,378,332,254,339,355,360,378,332,254,339,355,360,"{'chest_menu': ['繩索交叉'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['抬腿', '羅馬尼亞硬舉'], 'belly_menu': ['毛巾捲腹', '懸掛舉腿']}",9.006882743268427,4
User_4538,1,18,59.5,458,238,281,247,307,398,458,238,281,247,307,398,"{'chest_menu': ['彈力帶胸部推舉', '蝴蝶機夾胸', '吊環飛鳥'], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['彈力帶深蹲'], 'belly_menu': ['眼鏡蛇式', '藥球傳遞']}",7.914548219271641,2
User_4539,1,57,83.9,268,242,492,363,361,249,268,242,492,363,361,249,"{'chest_menu': ['史密斯臥推', 'Cable機器飛鳥', '蜘蛛人伏地挺身', '跪姿伏地挺身'], 'back_menu': ['單臂啞鈴划船'], 'shoulder_menu': ['站姿啞鈴肩推', '前平舉'], 'hand_menu': ['鋼索三頭肌下壓'], 'leg_menu': ['彈力帶深蹲', '抬腿'], 'belly_menu': ['毛巾捲腹', '傑克刀']}",14.489152232333815,4
User_4540,0,32,75.6,339,467,397,343,428,447,339,467,397,343,428,447,"{'chest_menu': [], 'back_menu': ['單臂啞鈴划船'], 'shoulder_menu': ['臉拉'], 'hand_menu': ['三頭伸展'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': []}",4.877054136130823,2
User_4541,1,46,53.5,311,248,423,432,288,318,311,248,423,432,288,318,"{'chest_menu': ['繩索交叉'], 'back_menu': ['單臂高位下拉', '反向划船'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['啞鈴過頭伸展', '過頭啞鈴伸展', '鋼索三頭肌下壓'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': ['毛巾捲腹']}",11.23015435339886,2
User_4542,1,43,97.4,497,417,365,258,399,404,497,417,365,258,399,404,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['前平舉'], 'hand_menu': ['反向握法彎舉'], 'leg_menu': [], 'belly_menu': ['毛巾捲腹']}",3.5324259933886752,1
User_4543,1,62,64.9,437,364,469,366,240,379,437,364,469,366,240,379,"{'chest_menu': ['上斜啞鈴臥推'], 'back_menu': ['Cable機器划船'], 'shoulder_menu': ['臉拉'], 'hand_menu': ['過頭啞鈴伸展', '法式推舉', '三頭伸展', '反向握法彎舉', '彈力帶二頭肌彎舉', 'Zottman彎舉'], 'leg_menu': ['驢子踢腿'], 'belly_menu': ['瑞士球捲腹']}",14.481924946683918,3
User_4544,0,42,82.3,467,393,320,491,230,428,467,393,320,491,230,428,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉', '彈力帶三頭肌伸展'], 'leg_menu': [], 'belly_menu': []}",2.586349820392373,1
User_4545,1,30,55.3,351,239,353,306,337,447,351,239,353,306,337,447,"{'chest_menu': ['繩索交叉', '啞鈴飛鳥', '彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['臉拉'], 'hand_menu': ['啞鈴過頭伸展'], 'leg_menu': [], 'belly_menu': ['鳥狗式', '超人式', '藥球傳遞']}",9.974848594427046,2
User_4546,0,44,95.8,458,364,493,227,485,290,458,364,493,227,485,290,"{'chest_menu': ['啞鈴臥推'], 'back_menu': ['T槓划船'], 'shoulder_menu': ['站姿啞鈴肩推'], 'hand_menu': ['骷髏破碎機', '彈力帶二頭肌彎舉'], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['仰臥抬腿']}",8.355497699802305,5
User_4547,0,56,89.4,422,428,336,221,306,454,422,428,336,221,306,454,"{'chest_menu': ['窄距臥推'], 'back_menu': ['單臂高位下拉', '划船'], 'shoulder_menu': ['面朝下肩部伸展', '站姿啞鈴肩推'], 'hand_menu': ['鋼索三頭肌下壓'], 'leg_menu': ['六角槓硬舉', '側弓步', '抬腿'], 'belly_menu': ['羅馬椅仰臥起坐']}",11.69078812163082,4
User_4548,0,61,85.3,262,347,497,324,356,295,262,347,497,324,356,295,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['三頭伸展', '鋼索三頭肌下壓'], 'leg_menu': ['體前屈'], 'belly_menu': ['V字起坐', '提膝仰臥起坐']}",8.142617274896736,2
User_4549,1,48,87.8,288,278,337,333,282,303,288,278,337,333,282,303,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反向握法彎舉'], 'leg_menu': ['驢子踢腿'], 'belly_menu': ['提膝仰臥起坐', '棒式側邊抬腿']}",3.961984091312673,2
User_4550,1,64,53.7,445,431,264,469,361,269,445,431,264,469,361,269,"{'chest_menu': ['上斜啞鈴臥推', '蜘蛛人伏地挺身', '史密斯臥推', '啞鈴飛鳥'], 'back_menu': ['單臂高位下拉', 'T槓划船'], 'shoulder_menu': ['肩上推舉', '臉拉'], 'hand_menu': ['三頭伸展', '彈力帶二頭肌彎舉'], 'leg_menu': ['深蹲', '彈力帶深蹲', '槓鈴過頭深蹲'], 'belly_menu': ['傑克刀', '棒式側邊抬腿']}",17.942899436579197,5
User_4551,0,25,50.2,422,254,383,203,355,420,422,254,383,203,355,420,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': [], 'shoulder_menu': ['T字俯臥撐'], 'hand_menu': ['過頭啞鈴伸展', '彈力帶三頭肌伸展'], 'leg_menu': ['俄羅斯深蹲'], 'belly_menu': []}",5.874965018539194,2
User_4552,0,41,97.8,431,452,424,464,238,434,431,452,424,464,238,434,"{'chest_menu': ['跪姿伏地挺身'], 'back_menu': [], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['彈力帶二頭肌彎舉'], 'leg_menu': [], 'belly_menu': ['提膝仰臥起坐']}",4.959913641522086,1
User_4553,0,37,81.5,236,390,228,264,322,472,236,390,228,264,322,472,"{'chest_menu': ['跪姿伏地挺身', '史密斯臥推', '吊環飛鳥', '啞鈴飛鳥'], 'back_menu': ['引體向上', '單臂啞鈴划船', '單臂高位下拉'], 'shoulder_menu': ['前平舉'], 'hand_menu': ['鎚式彎舉', '啞鈴過頭伸展', '集中彎舉'], 'leg_menu': ['髖部推力', '直腿硬舉'], 'belly_menu': ['藥球傳遞', '眼鏡蛇式']}",18.533371156004137,4
User_4554,0,38,69.4,232,216,358,473,323,465,232,216,358,473,323,465,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['超人式', '毛巾捲腹']}",3.6415638964993615,1
User_4555,0,21,99.5,330,215,268,261,368,486,330,215,268,261,368,486,"{'chest_menu': ['窄距伏地挺身', '彈力帶胸部推舉', 'Cable機器飛鳥'], 'back_menu': ['引體向上', '單臂高位下拉'], 'shoulder_menu': ['YTWL肩部訓練', '臉拉', '蝴蝶機反向飛鳥'], 'hand_menu': ['反手彎舉', '三頭伸展', '啞鈴過頭伸展', '彈力帶三頭肌伸展'], 'leg_menu': ['抬腿'], 'belly_menu': ['毛巾捲腹']}",18.30581718948452,4
User_4556,0,38,91.4,451,412,499,427,448,210,451,412,499,427,448,210,"{'chest_menu': ['跪姿伏地挺身', '蝴蝶機夾胸'], 'back_menu': ['繩索下拉'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['腿部推舉'], 'belly_menu': ['腹肌滾輪']}",8.611322615503575,5
User_4557,1,33,80.3,201,396,334,458,491,451,201,396,334,458,491,451,"{'chest_menu': [], 'back_menu': ['反向划船'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': ['抬腿'], 'belly_menu': ['羅馬椅仰臥起坐']}",5.6386938339939405,2
User_4558,0,38,96.8,312,298,338,351,273,242,312,298,338,351,273,242,"{'chest_menu': ['跪姿伏地挺身', '蝴蝶機夾胸'], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': ['反手彎舉'], 'leg_menu': ['彈力帶深蹲', '俄羅斯深蹲'], 'belly_menu': ['自行車式仰臥起坐', '羅馬椅仰臥起坐', '仰臥抬腿']}",8.497085100760865,2
User_4559,1,29,99.8,443,214,431,433,454,241,443,214,431,433,454,241,"{'chest_menu': ['上斜啞鈴臥推', '臥推', '啞鈴飛鳥'], 'back_menu': ['繩索下拉', '反向划船', '坐姿划船'], 'shoulder_menu': ['側平舉'], 'hand_menu': ['反手彎舉'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['瑞士球捲腹']}",12.368325462042213,3
User_4560,1,24,94.0,258,350,457,273,261,268,258,350,457,273,261,268,"{'chest_menu': ['啞鈴飛鳥'], 'back_menu': ['T槓划船'], 'shoulder_menu': ['面朝下肩部伸展'], 'hand_menu': ['反手彎舉', '過頭啞鈴伸展', 'Zottman彎舉', '反向握法彎舉'], 'leg_menu': ['羅馬尼亞硬舉'], 'belly_menu': ['提膝仰臥起坐']}",11.349907742739987,5
User_4561,1,38,71.1,274,377,310,484,279,302,274,377,310,484,279,302,"{'chest_menu': ['啞鈴飛鳥', '吊環飛鳥', '跪姿伏地挺身'], 'back_menu': ['繩索下拉', '坐姿划船'], 'shoulder_menu': ['槓鈴肩推', '肩上推舉', '站姿啞鈴肩推'], 'hand_menu': ['二頭彎舉', '反向握法彎舉', '鋼索三頭肌下壓'], 'leg_menu': ['腿部推舉', '抬腿', '俄羅斯深蹲', '彈力帶深蹲', '踢腿'], 'belly_menu': ['瑞士球捲腹', '毛巾捲腹', '腹肌滾輪']}",22.284256702373803,3
User_4562,1,58,91.7,432,230,464,397,213,281,432,230,464,397,213,281,"{'chest_menu': ['窄距臥推'], 'back_menu': ['划船', '繩索下拉', '寬握引體向上', '吊環引體向上'], 'shoulder_menu': ['阿諾推舉', '啞鈴推舉', 'YTWL肩部訓練'], 'hand_menu': ['啞鈴過頭伸展', '二頭彎舉', 'Zottman彎舉', '過頭啞鈴伸展'], 'leg_menu': ['單腿硬舉', '側臥抬腿', '槓鈴過頭深蹲', '硬舉'], 'belly_menu': ['傑克刀']}",21.53333491532896,5
User_4563,0,54,63.6,359,305,329,422,225,478,359,305,329,422,225,478,"{'chest_menu': ['臥推'], 'back_menu': ['反向高位下拉', '划船'], 'shoulder_menu': ['前平舉', '阿諾推舉'], 'hand_menu': ['集中彎舉'], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['傑克刀']}",10.1398568063059,3
User_4564,1,65,76.6,339,345,483,422,476,244,339,345,483,422,476,244,"{'chest_menu': ['史密斯臥推'], 'back_menu': ['直臂下拉', '寬握引體向上'], 'shoulder_menu': ['坐姿啞鈴肩推', '側平舉', '蝴蝶機反向飛鳥', '前平舉', '阿諾推舉', 'YTWL肩部訓練', '臉拉', '俯身側平舉'], 'hand_menu': ['過頭啞鈴伸展', '彈力帶三頭肌伸展'], 'leg_menu': ['臀橋'], 'belly_menu': ['毛巾捲腹']}",19.920039540134727,4
User_4565,0,33,84.6,353,367,456,423,455,243,353,367,456,423,455,243,"{'chest_menu': ['Cable機器飛鳥', '蝴蝶機夾胸'], 'back_menu': ['反向划船'], 'shoulder_menu': ['俯身側平舉'], 'hand_menu': ['啞鈴過頭伸展'], 'leg_menu': ['膝蓋深蹲'], 'belly_menu': ['羅馬椅仰臥起坐', '眼鏡蛇式', '俄羅斯轉體', '瑞士球捲腹']}",11.532145689319059,2
User_4566,0,61,78.1,315,489,496,484,485,267,315,489,496,484,485,267,"{'chest_menu': ['Cable機器飛鳥'], 'back_menu': [], 'shoulder_menu': ['臉拉'], 'hand_menu': ['集中彎舉', '骷髏破碎機'], 'leg_menu': ['靠牆深蹲'], 'belly_menu': ['棒式側邊抬腿', 'V字起坐']}",8.485979706724828,2
User_4567,0,40,84.1,322,314,474,423,380,408,322,314,474,423,380,408,"{'chest_menu': ['吊環飛鳥', '蝴蝶機夾胸', 'Cable機器飛鳥'], 'back_menu': ['地雷管划船', 'T槓划船'], 'shoulder_menu': ['側平舉', '阿諾推舉', '面朝下肩部伸展', 'T字俯臥撐', '槓鈴肩推', '蝴蝶機反向飛鳥'], 'hand_menu': ['反手彎舉', '彈力帶二頭肌彎舉', '彈力帶三頭肌伸展'], 'leg_menu': ['羅馬尼亞硬舉', '臀橋', '側弓步'], 'belly_menu': ['傑克刀']}",22.743843140146087,4
User_4568,1,51,88.2,383,217,311,439,412,379,383,217,311,439,412,379,"{'chest_menu': ['窄距伏地挺身', '吊環飛鳥'], 'back_menu': ['直臂下拉'], 'shoulder_menu': ['T字俯臥撐', '側平舉', '臉拉'], 'hand_menu': ['鎚式彎舉', '三頭伸展', '法式推舉'], 'leg_menu': ['過頭深蹲', '體前屈'], 'belly_menu': ['羅馬椅仰臥起坐', 'V字起坐']}",15.486902867364266,5
User_4569,1,59,80.3,291,323,257,229,241,416,291,323,257,229,241,416,"{'chest_menu': ['跪姿伏地挺身', '蝴蝶機夾胸', '繩索交叉', '啞鈴飛鳥', '彈力帶胸部推舉'], 'back_menu': ['反向划船', '單臂高位下拉'], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['鎚式彎舉'], 'leg_menu': ['後踢腿'], 'belly_menu': []}",12.30282892668751,2
User_4570,1,40,54.8,394,211,458,209,475,287,394,211,458,209,475,287,"{'chest_menu': ['上斜啞鈴臥推', '上斜槓鈴臥推', '窄距臥推'], 'back_menu': ['引體向上', '划船'], 'shoulder_menu': ['前平舉'], 'hand_menu': ['反手彎舉', '法式推舉'], 'leg_menu': ['槓鈴過頭深蹲'], 'belly_menu': ['V字起坐', '提膝仰臥起坐']}",14.042162224895119,5
User_4571,0,52,82.7,437,274,254,313,496,334,437,274,254,313,496,334,"{'chest_menu': ['上斜槓鈴臥推', '蝴蝶機夾胸'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['臉拉', 'T字俯臥撐', '側平舉', '面朝下肩部伸展'], 'hand_menu': ['骷髏破碎機', '二頭彎舉', '過頭啞鈴伸展'], 'leg_menu': ['反向弓箭步'], 'belly_menu': ['眼鏡蛇式', '瑞士球捲腹', '懸吊式抬腿']}",17.28182192659028,4
User_4572,1,43,61.9,258,297,308,319,223,440,258,297,308,319,223,440,"{'chest_menu': ['上斜啞鈴臥推', 'Cable機器飛鳥'], 'back_menu': ['地雷管划船'], 'shoulder_menu': ['肩上推舉', '面朝下肩部伸展', '槓鈴肩推'], 'hand_menu': ['啞鈴過頭伸展', '法式推舉'], 'leg_menu': ['後踢腿', '驢子踢腿'], 'belly_menu': ['腹肌滾輪']}",14.145538553107324,4
User_4573,1,23,90.3,477,404,277,386,272,218,477,404,277,386,272,218,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['前平舉'], 'hand_menu': ['集中彎舉', '彈力帶二頭肌彎舉'], 'leg_menu': [], 'belly_menu': ['V字起坐']}",5.4721883586829545,2
User_4574,1,63,94.7,465,326,305,383,391,247,465,326,305,383,391,247,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': [], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['毛巾捲腹']}",1.0956601690009293,1
User_4575,0,57,75.1,209,238,266,413,474,353,209,238,266,413,474,353,"{'chest_menu': ['窄距伏地挺身'], 'back_menu': [], 'shoulder_menu': ['面朝下肩部伸展', 'T字俯臥撐', '側平舉'], 'hand_menu': ['反手彎舉', '法式推舉'], 'leg_menu': [], 'belly_menu': ['自行車式仰臥起坐', '仰臥抬腿']}",10.202643636573011,2
User_4576,1,61,75.2,361,348,289,386,395,293,361,348,289,386,395,293,"{'chest_menu': ['臥推'], 'back_menu': ['單臂高位下拉'], 'shoulder_menu': ['面朝下肩部伸展', '啞鈴推舉'], 'hand_menu': ['鋼索三頭肌下壓'], 'leg_menu': ['小腿提踵', '後踢腿', '踢腿', '俄羅斯深蹲', '靠牆深蹲'], 'belly_menu': ['傑克刀', '仰臥抬腿']}",12.593712902903905,4
User_4577,0,57,95.3,384,226,471,295,282,243,384,226,471,295,282,243,"{'chest_menu': ['上斜槓鈴臥推'], 'back_menu': ['反向高位下拉'], 'shoulder_menu': ['面朝下肩部伸展', '槓鈴肩推'], 'hand_menu': ['啞鈴過頭伸展'], 'leg_menu': ['保加利亞分腿蹲', '側臥抬腿', '箱式深蹲', '靠牆深蹲'], 'belly_menu': ['腹肌滾輪', '眼鏡蛇式']}",12.01405556555915,5
User_4578,0,61,80.2,338,267,408,478,242,304,338,267,408,478,242,304,"{'chest_menu': ['臥推'], 'back_menu': ['Cable機器划船', '直臂下拉', '反向高位下拉', '划船'], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['三頭伸展', '反向握法彎舉'], 'leg_menu': ['側弓步'], 'belly_menu': ['傑克刀']}",12.078490011629627,5
User_4579,0,51,71.7,421,413,331,242,439,336,421,413,331,242,439,336,"{'chest_menu': ['繩索交叉'], 'back_menu': ['反向高位下拉', '直臂下拉'], 'shoulder_menu': ['坐姿啞鈴肩推'], 'hand_menu': ['啞鈴過頭伸展', '鋼索三頭肌下壓', '法式推舉', '反手彎舉'], 'leg_menu': ['保加利亞分腿蹲'], 'belly_menu': ['V字起坐', '腹肌滾輪', '俄羅斯轉體', '傑克刀']}",16.027938277482313,3
User_4580,1,41,91.3,297,207,391,241,333,280,297,207,391,241,333,280,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['YTWL肩部訓練'], 'hand_menu': ['骷髏破碎機'], 'leg_menu': [], 'belly_menu': ['V字起坐']}",3.739603644602604,2
User_4581,0,56,64.9,366,356,252,395,365,361,366,356,252,395,365,361,"{'chest_menu': ['彈力帶胸部推舉'], 'back_menu': ['單臂高位下拉', '反向划船', '滑輪下拉', 'T槓划船', '反向高位下拉', '單臂啞鈴划船'], 'shoulder_menu': ['阿諾推舉'], 'hand_menu': ['集中彎舉', '鋼索三頭肌下壓'], 'leg_menu': ['後踢腿'], 'belly_menu': ['V字起坐']}",15.360094242731664,3
User_4582,1,28,58.8,212,492,242,360,386,278,212,492,242,360,386,278,"{'chest_menu': ['吊環飛鳥', '啞鈴臥推', '啞鈴飛鳥'], 'back_menu': ['反向高位下拉'], 'shoulder_menu': ['T字俯臥撐'], 'hand_menu': ['過頭啞鈴伸展', '鎚式彎舉'], 'leg_menu': ['側弓步', '臀橋', '側臥抬腿'], 'belly_menu': ['懸掛舉腿', '懸垂舉腿', '仰臥抬腿', '藥球傳遞']}",15.431051352179239,5
User_4583,1,61,93.8,326,343,227,209,415,485,326,343,227,209,415,485,"{'chest_menu': ['窄距伏地挺身', '彈力帶胸部推舉', '吊環飛鳥'], 'back_menu': ['反向划船', '單臂高位下拉', '寬握引體向上'], 'shoulder_menu': ['槓鈴肩推', '側平舉'], 'hand_menu': ['Zottman彎舉', '法式推舉'], 'leg_menu': ['側臥抬腿'], 'belly_menu': ['棒式側邊抬腿']}",15.414734485853883,4
User_4584,0,27,76.8,320,353,447,281,414,242,320,353,447,281,414,242,"{'chest_menu': [], 'back_menu': [], 'shoulder_menu': ['面朝下肩部伸展', '前平舉'], 'hand_menu': [], 'leg_menu': [], 'belly_menu': ['眼鏡蛇式']}",3.5698376009818205,1
